StartDate;EndDate;Status;IPAddress;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;RecipientLastName;RecipientFirstName;RecipientEmail;ExternalReference;LocationLatitude;LocationLongitude;DistributionChannel;UserLanguage;Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8_1;Q8_2;Q8_3;Q8_4;Q8_5;Q9;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q11_1;Q11_2;Q12_1;Q12_2;Q12_3;Q12_4;Q12_5;Q12_6;Q12_7;Q12_8;Q13_1;Q13_2;Q13_3;Q14;Q15;Q16;Q16_1_TEXT;Q17_1;Q17_2;Q17_3;2.1_1;2.1_2;2.1_3;2.1_4;2.1_5;2.1_6;2.1_7;2.2;2.2 _1_TEXT;2.3;2.4; 
2024-11-27 17:38:02;2024-11-27 17:45:23;IP Address;37.66.239.46;100;441;True;2024-11-27 17:45:24;R_2M9IGsOc8MzODWW;;;;;43.6107;3.8809;anonymous;FR;18-25 ans;Homme;Algérienne;France;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Russe;Dialecte algérien;Langue 2;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;Langue 5;Langue 1,Langue 2,Langue 5;Langue 5;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Parfois				;Souvent				;À la maison,Avec des amis;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Je l'ai kill;oui;non;oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);Des insultes en algérien ;Extrêmement confortable;Bonne;Force
2024-11-27 17:42:47;2024-11-27 17:48:14;IP Address;77.136.66.130;100;326;True;2024-11-27 17:48:14;R_8HzFNDnKre9ascY;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Langue des signes Française;;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Souvent				;Très souvent				;Souvent				;Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);I guess;oui;non;non;;;;;;;;;;;;J’avoue jai un peu troll la lsf je sais dire que les animaux 
2024-11-27 17:47:50;2024-11-27 17:50:28;IP Address;104.28.248.23;100;158;True;2024-11-27 17:50:29;R_8RUNSE771jiaJLz;;;;;49.4429;1.1003;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Langue des signes Française;Anglais;;;Langue 2;avant 3ans;avant 3ans;4ans-18ans;;;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Parfois				;Souvent				;Au travail ou à l'école,Avec des amis;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);;oui;oui;oui;;;;;;;;;;;;
2024-11-27 17:48:05;2024-11-27 17:50:39;IP Address;92.184.118.202;100;154;True;2024-11-27 17:50:40;R_8Hq7Dk6AH9cISCI;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Homme;Française;France;Université (Licence);Oui;Non;Anglais;Français;Allemand;;;Langue 2;4ans-18ans;avant 3ans;4ans-18ans;;;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Très souvent				;Parfois				;Parfois				;Au travail ou à l'école,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);"'-ish ; core ";oui;non;oui;;;;;;;;;;;;
2024-11-27 17:41:48;2024-11-27 17:53:06;IP Address;142.118.19.60;100;677;True;2024-11-27 17:53:06;R_1D8cqMNMv6gYIaB;;;;;45.5178;-73.6046;anonymous;FR;18-25 ans;Homme;Algérienne;Canada ;Université (Licence);Oui;Oui;Français;Dialecte algérien;Anglais;;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Rarement				;Rarement				;À la maison,Avec des amis;Pour mieux exprimer une idée,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);feeling ;oui;non;oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui (Veuillez fournir des exemples);weshbik - khatik - sa7;Ni confortable, ni inconfortable;Bonne;Les exemples (expressions/mots) me sont pas venus mais voilà ça apparaît au milieu d’une discussion spontanément quand on sait que l’autre personne va comprendre.
2024-11-27 17:54:42;2024-11-27 18:00:50;IP Address;152.71.207.141;100;368;True;2024-11-27 18:00:51;R_2am183Qp38UVmkg;;;;;52.9538;-1.1571;anonymous;FR;18-25 ans;Femme;Algérienne;Royaume-Uni;Université (Licence);Oui;Oui;Anglais;Français;Dialecte algérien;;;Langue 2;4ans-18ans;avant 3ans;4ans-18ans;;;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 2;Très souvent				;Très souvent				;Souvent				;Avec des amis,Sur les réseaux sociaux;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);Je n’ai pas d’exemple précis, mais généralement je trouve plus utile d’utiliser l’Anglaispour expliquer des idées spécifiques à mon quotidien vu que je vis en Angleterre ;Plutôt confortable;Bonne;Non, mais bonne chance Safia you’re going to ace this wishing u the best 💪🏼💪🏼💪🏼
2024-11-27 17:58:36;2024-11-27 18:03:16;IP Address;176.188.170.221;100;280;True;2024-11-27 18:03:16;R_8JIwcFzgMDedcw2;;;;;48.8673;2.421;anonymous;FR;26-35 ans;Homme;Marocaine;France;Université (Master/Doctorat);Oui;;Arabe;Français;Anglais;Dialecte algérien;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;;Langue 4;;Langue 4;Langue 4;Langue 2;Langue 2;Langue 2;Langue 2;Langue 4;Langue 4;Parfois				;Rarement				;Rarement				;Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris;Oui (donnez un exemple);Forever, together;oui;non;oui;;;;;;;;;;;;
2024-11-27 18:04:59;2024-11-27 18:09:42;IP Address;173.206.155.28;100;282;True;2024-11-27 18:09:42;R_6eF4Tk0ycRdPHff;;;;;45.4995;-73.5848;anonymous;FR;18-25 ans;Femme;Algérienne;Canada ;Université (Licence);Oui;Oui;Dialecte algérien;Anglais;Français;;;Langue 3;avant 3ans;4ans-18ans;avant 3ans;;;Langue 1,Langue 3;Langue 1,Langue 3;Langue 3;Langue 3;Langue 1;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis;Pour mieux exprimer une idée,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);;oui;non;oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);;Plutôt confortable;Bonne;
2024-11-27 18:04:13;2024-11-27 18:10:05;IP Address;46.193.0.163;100;352;True;2024-11-27 18:10:06;R_8MNcwoeBl1h8RZ4;;;;;49.4943;0.1018;anonymous;FR;18-25 ans;Homme;Française;France;Université (Master/Doctorat);Oui;Non;Français;Turc;Anglais;;;Langue 2;4ans-18ans;avant 3ans;4ans-18ans;;;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Rarement				;Rarement				;Souvent				;À la maison;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;;;;;;;;;;;;
2024-11-27 18:14:11;2024-11-27 18:18:39;IP Address;46.193.0.163;100;268;True;2024-11-27 18:18:40;R_2dGWuli1WTMBZzI;;;;;49.4943;0.1018;anonymous;FR;18-25 ans;Homme;Française;France;Université (Master/Doctorat);Oui;Non;Français;Anglais;Dialecte algérien;;;Langue 1;avant 3ans;4ans-18ans;avant 3ans;;;Langue 1,Langue 3;Langue 1;Langue 1;Langue 2;Langue 1;Langue 1;Langue 2;Langue 2;Langue 1;Langue 1;Souvent				;Souvent				;Parfois				;Avec des amis;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Attendance, zehma, khemem ;oui;non;oui;;;;;;;;;;;;
2024-11-27 18:17:06;2024-11-27 18:23:13;IP Address;46.193.0.163;100;366;True;2024-11-27 18:23:13;R_2IXyrcvtwj9TYzE;;;;;49.4943;0.1018;anonymous;FR;18-25 ans;Femme;Française;France;Université (Master/Doctorat);Oui;Oui;Français;Anglais;Arabe;Dialecte algérien;;;avant 3ans;avant 3ans;18ans-25ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 4;Langue 1;Langue 1;Langue 1;Langue 2;Langue 1;Langue 2;Langue 1;Parfois				;Souvent				;Souvent				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Call, business,brainstorming ;oui;non;oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;;Plutôt inconfortable;Moyenne;
2024-11-27 18:20:00;2024-11-27 18:23:44;IP Address;80.214.212.129;100;223;True;2024-11-27 18:23:45;R_2rldtP8HsiOrscK;;;;;45.748;4.85;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Dialecte algérien;;Langue 2;avant 3ans;avant 3ans;4ans-18ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 2,Langue 4;Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;non;oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;;Ni confortable, ni inconfortable;Excellente;
2024-11-27 18:08:33;2024-11-27 18:24:10;IP Address;85.12.130.7;100;936;True;2024-11-27 18:24:10;R_2snnJtZIIT4AVxd;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Espagnol;Italien;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;18ans-25ans;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Souvent				;Parfois				;Souvent				;Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);I mean, girl;oui;oui;non;;;;;;;;;;;;
2024-11-27 18:19:39;2024-11-27 18:24:20;IP Address;93.22.148.51;100;280;True;2024-11-27 18:24:21;R_2rvjvqyMqusVKPY;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Espagnole;France;Université (Licence);Oui;Oui;Espagnol;Catalan;Dialecte algérien;Français;Anglais;Langue 2;avant 3ans;avant 3ans;avant 3ans;4ans-18ans;4ans-18ans;Langue 3,Langue 4;Langue 3;Langue 3;Langue 4;Langue 4;Langue 4;Langue 4;Langue 1;Langue 2;Langue 2;Souvent				;Parfois				;Rarement				;À la maison,Avec des amis;Pour mieux exprimer une idée,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);"""lycée""";oui;oui;oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui (Veuillez fournir des exemples);"""du coup"" ""pero entonces"" ""la vache"" ""collons""";Plutôt inconfortable;Moyenne;
2024-11-27 18:27:23;2024-11-27 18:30:32;IP Address;160.5.250.82;100;189;True;2024-11-27 18:30:33;R_2zN2dwL3GyFARnK;;;;;53.0169;-2.2369;anonymous;FR;18-25 ans;Homme;Française;Royaume-Uni;Université (Licence);Oui;Non;Anglais;Français;;;;Langue 2;avant 3ans;;;;;Langue 1;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 1;Langue 1;Langue 2;Très souvent				;Très souvent				;Souvent				;À la maison;Parce que certains mots ou expressions sont plus faciles dans une autre langue;Non;;oui;oui;oui;;;;;;;;;;;;Tout marche bien
2024-11-27 18:50:42;2024-11-27 18:54:55;IP Address;91.167.95.199;100;253;True;2024-11-27 18:54:56;R_84BL2t2PL8vJlAx;;;;;48.9065;2.2483;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Oui;Anglais;Français;Arabe;Dialecte algérien;Kabyle;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;4ans-18ans;avant 3ans;Langue 1,Langue 2,Langue 3,Langue 4,Langue 5;Langue 1,Langue 2,Langue 3,Langue 4,Langue 5;Langue 1;Langue 1;Langue 2;Langue 2;Langue 2;Langue 2;Langue 1;Langue 1;Souvent				;Souvent				;Souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);kima now ga3;oui;oui;oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;;Extrêmement confortable;Excellente;
2024-11-27 18:56:39;2024-11-27 19:02:00;IP Address;77.136.67.10;100;320;True;2024-11-27 19:02:01;R_2c1uMY6z1mIBDbE;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Oui;Dialecte algérien;Anglais;Espagnol;Français;;Langue 4;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 1;Langue 4;Langue 4;Langue 4;Langue 2;Langue 4;Langue 4;Langue 4;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);as you should  ;oui;oui;oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);;Plutôt confortable;Moyenne;
2024-11-27 18:19:24;2024-11-27 19:09:33;IP Address;92.184.118.101;100;3009;True;2024-11-27 19:09:35;R_2dQO1oTipQJ1bZN;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Espagnol;;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Rarement				;Jamais;Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Alright;oui;non;non;;;;;;;;;;;;
2024-11-27 19:04:13;2024-11-27 19:12:30;IP Address;105.98.38.68;100;497;True;2024-11-27 19:12:31;R_2BOyfwK436oLFZv;;;;;36.7405;3.1159;anonymous;FR;18-25 ans;Femme;Française;Algérie;Lycée;Oui;Oui;Français;Anglais;Tagalog;Cebuano dialecte philippin;;Langue 4;4ans-18ans;avant 3ans;avant 3ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 2;Souvent				;Très souvent				;Très souvent				;À la maison,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;;;oui;non;oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;;Ni confortable, ni inconfortable;Bonne;
2024-11-27 19:22:29;2024-11-27 19:23:10;IP Address;178.157.33.59;100;41;True;2024-11-27 19:23:10;R_8GUZlu2la2512iu;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 19:23:37;2024-11-27 19:26:32;IP Address;178.157.33.59;100;175;True;2024-11-27 19:26:33;R_8ebmofqtZFfR2TU;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Allemand;Italien;Russe;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;4ans-18ans;18ans-25ans;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Rarement				;Jamais;Avec des amis;Pour mieux exprimer une idée;Oui (donnez un exemple);Cringe;oui;non;oui;;;;;;;;;;;;
2024-11-27 19:25:26;2024-11-27 19:35:04;IP Address;197.204.94.144;100;577;True;2024-11-27 19:35:04;R_2hjF14sTHfdZgNH;;;;;36.7377;3.0839;anonymous;FR;Moins de 18 ans;Femme;Algérienne;Algérie;Lycée;Oui;Oui;Arabe;Anglais;Français;Dialecte algérien;;;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;;Langue 1,Langue 3,Langue 4;Langue 1,Langue 3,Langue 4;Langue 4;Langue 3;Langue 4;Langue 3;Langue 3;Langue 2;Langue 2;Langue 3;Très souvent				;Très souvent				;Souvent				;À la maison,Au travail ou à l'école,Avec des amis;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);happy ;oui;non;oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);hmar;Plutôt confortable;Bonne;soyez vous même, c est le plus important 
2024-11-27 19:36:31;2024-11-27 19:46:44;IP Address;105.98.11.223;100;613;True;2024-11-27 19:46:45;R_8NJJieOE4dW4d9v;;;;;36.7405;3.1159;anonymous;FR;Moins de 18 ans;Femme;Algérienne;Algérie;Lycée;Oui;Oui;Dialecte algérien;Français;Anglais;Arabe;;Langue 1;4ans-18ans;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Langue 2;Très souvent				;Très souvent				;Parfois				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux,Lors des achats ou au marché;Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);franglish ✋;oui;non;oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui (Veuillez fournir des exemples);andi djedi w mat;Ni confortable, ni inconfortable;Bonne;
2024-11-27 19:44:24;2024-11-27 19:55:49;IP Address;77.128.85.95;100;685;True;2024-11-27 19:55:50;R_8WjgskpbkSH6UPn;;;;;50.624;3.0511;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Arabe;Dialecte algérien;Français;Kabyle;;Langue 2;4ans-18ans;avant 3ans;4ans-18ans;4ans-18ans;;Langue 2;Langue 2;Langue 2;Langue 3;Langue 3;Langue 3;Langue 3;Langue 2;Langue 2;Langue 2;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Lala;oui;non;oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui (Veuillez fournir des exemples);;Plutôt confortable;Bonne;
2024-11-27 20:08:43;2024-11-27 20:13:20;IP Address;37.170.151.113;100;277;True;2024-11-27 20:13:21;R_8f0Lv1bNsCBC4Oj;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Dialecte algérien;Kabyle;Français;Anglais;;Langue 2;4ans-18ans;4ans-18ans;avant 3ans;4ans-18ans;;Langue 1,Langue 2,Langue 3;Langue 1,Langue 2,Langue 3;Langue 2;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Souvent				;Souvent				;Parfois				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Par habitude;Non;;oui;non;non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;;Ni confortable, ni inconfortable;Bonne;
2024-11-27 20:15:37;2024-11-27 20:18:41;IP Address;142.169.16.159;100;183;True;2024-11-27 20:18:41;R_3YamCaONXZTiU5l;;;;;45.4446;-75.6385;anonymous;FR;Moins de 18 ans;Homme;Algérienne;Canada ;Lycée;Oui;Oui;Français;Français;Arabe;;;;avant 3ans;4ans-18ans;4ans-18ans;;;Langue 1;;Langue 1;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;;;;;À la maison,Au travail ou à l'école,Avec des amis,Lors des activités administratives,Sur les réseaux sociaux,Lors des achats ou au marché;Pour mieux exprimer une idée,Pour être compris;Oui (donnez un exemple);;oui;non;non;Oui;Oui;Non;;Oui;Non;Oui;Non;;Extrêmement confortable;Moyenne;
2024-11-27 20:34:13;2024-11-27 20:38:47;IP Address;91.165.42.164;100;274;True;2024-11-27 20:38:48;R_2kXixZr2hP1aas2;;;;;43.654;3.932;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Français;Anglais;Arabe;Dialecte algérien;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Langue 2;Très souvent				;Très souvent				;Très souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris;Oui (donnez un exemple); triggered ;oui;non;oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);« inek mizanek » :);Plutôt inconfortable;Bonne;
2024-11-27 20:34:24;2024-11-27 20:42:09;IP Address;82.216.204.37;100;465;True;2024-11-27 20:42:10;R_2G8mzlArR38v4Ks;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Marocaine;France;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Dialecte marocain;;Langue 2;avant 3ans;4ans-18ans;4ans-18ans;4ans-18ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Souvent				;Parfois				;À la maison;Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Yes;oui;non;oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui (Veuillez fournir des exemples);;Ni confortable, ni inconfortable;Bonne;
2024-11-27 20:39:19;2024-11-27 20:43:00;IP Address;185.13.107.86;100;220;True;2024-11-27 20:43:01;R_8E6n6pdoUsr8mWZ;;;;;48.8611;2.3269;anonymous;FR;18-25 ans;Homme;Algérienne;France;Université (Licence);Oui;;Dialecte algérien;Arabe;Français;Anglais;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;4ans-18ans;;Langue 1;Langue 1;Langue 1;Langue 3;Langue 3;Langue 3;Langue 3;Langue 3;Langue 1;Langue 1;Souvent				;Parfois				;Souvent				;À la maison,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Par habitude,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);My bad;oui;non;oui;;;;;;;;;;;;
2024-11-27 21:19:43;2024-11-27 21:25:28;IP Address;81.249.162.99;100;345;True;2024-11-27 21:25:30;R_2nC74EwvPbQgd1K;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Algérienne;France;Université (Licence);Oui;Oui;Français;Arabe;Anglais;Dialecte algérien;;Langue 4;avant 3ans;4ans-18ans;4ans-18ans;avant 3ans;;Langue 1,Langue 4;Langue 1,Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Très souvent				;Très souvent				;Très souvent				;À la maison,Au travail ou à l'école,Avec des amis;Pour mieux exprimer une idée,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);Tf;oui;non;oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui (Veuillez fournir des exemples);Jsp;Extrêmement confortable;Bonne;
2024-11-27 21:23:34;2024-11-27 21:31:49;IP Address;78.246.195.34;100;495;True;2024-11-27 21:31:50;R_87JbCydgKUXamjI;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;Espagnol;Mandarin;;Langue 1;avant 3ans;4ans-18ans;4ans-18ans;18ans-25ans;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Parfois				;Rarement				;Jamais;À la maison;Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);hylighter, blush, eyeliner;non;non;oui;;;;;;;;;;;;
2024-11-27 21:49:29;2024-11-27 21:50:02;IP Address;77.136.66.138;100;33;True;2024-11-27 21:50:03;R_22EEKysgD17uzlr;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 21:58:14;2024-11-27 22:10:55;IP Address;92.184.104.236;100;761;True;2024-11-27 22:10:56;R_8hRvwZBRdHycpny;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Femme;Française;France;Université (Licence);Oui;Non;Français;Anglais;;;;Langue 1;avant 3ans;4ans-18ans;;;;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;;Langue 1;Langue 1;Langue 1;Langue 2;Très souvent				;Très souvent				;Très souvent				;À la maison,Au travail ou à l'école,Avec des amis,Sur les réseaux sociaux;Pour mieux exprimer une idée,Pour être compris,Parce que certains mots ou expressions sont plus faciles dans une autre langue;Oui (donnez un exemple);out of my mind ;oui;non;oui;;;;;;;;;;;;
2024-11-27 22:10:33;2024-11-27 22:12:31;IP Address;86.247.154.18;100;117;True;2024-11-27 22:12:32;R_2JQHi9ceVNAk7a8;;;;;48.8323;2.4075;anonymous;FR;18-25 ans;Homme;Française;France;Université (Licence);Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2024-11-27 22:11:51;2024-11-27 22:20:55;IP Address;37.165.208.119;100;544;True;2024-11-27 22:20:56;R_2WwNH6drlHkcpaf;;;;;48.8582;2.3387;anonymous;FR;18-25 ans;Homme;Algérienne;France;Université (Licence);Oui;Oui;Français;Anglais;Arabe;Dialecte algérien;;;avant 3ans;4ans-18ans;avant 3ans;avant 3ans;;Langue 1,Langue 3,Langue 4;Langue 1,Langue 3,Langue 4;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 1;Langue 2;Très souvent				;Très souvent				;Jamais;À la maison,Avec des amis,Sur les réseaux sociaux,Lors des achats ou au marché;Pour mieux exprimer une idée,Par habitude,Pour être compris,Pour montrer une certaine identité culturelle,Parce que certains mots ou expressions sont plus faciles dans une autre langue;;;oui;non;oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;;;Extrêmement confortable;Bonne;
